,Type,File ID,Start Time,Duration,STypeNew
0,Elan,oliviaa-a1-nsm,0.0,3576.68,FEM
1,Elan,oliviaa-a1-nsm,3576.68,0.88,FEM
2,Elan,oliviaa-a1-nsm,3577.55,0.68,FEM
3,Elan,oliviaa-a1-nsm,3578.24,3.8,FEM
4,Elan,oliviaa-a1-nsm,3582.04,2.84,FEM
5,Elan,oliviaa-a1-nsm,3584.88,2.47,FEM
6,Elan,oliviaa-a1-nsm,3587.35,1.68,FEM
7,Elan,oliviaa-a1-nsm,3589.03,3.49,FEM
8,Elan,oliviaa-a1-nsm,3592.52,5.62,FEM
9,Elan,oliviaa-a1-nsm,3598.14,7.82,FEM
10,Elan,oliviaa-a1-nsm,3605.96,11.78,FEM
11,Elan,oliviaa-a1-nsm,3617.75,3.96,FEM
12,Elan,oliviaa-a1-nsm,3621.7,1.21,FEM
13,Elan,oliviaa-a1-nsm,3622.91,1.13,FEM
14,Elan,oliviaa-a1-nsm,3624.04,1.86,FEM
15,Elan,oliviaa-a1-nsm,3625.91,0.6,FEM
16,Elan,oliviaa-a1-nsm,3626.5,5.82,FEM
17,Elan,oliviaa-a1-nsm,3632.32,2.65,FEM
18,Elan,oliviaa-a1-nsm,3634.97,4.79,FEM
19,Elan,oliviaa-a1-nsm,3639.75,4.4,FEM
20,Elan,oliviaa-a1-nsm,3644.16,9.46,FEM
21,Elan,oliviaa-a1-nsm,3653.61,11.52,FEM
22,Elan,oliviaa-a1-nsm,3665.14,4.63,FEM
23,Elan,oliviaa-a1-nsm,3669.77,4.37,FEM
24,Elan,oliviaa-a1-nsm,3674.13,2.16,FEM
25,Elan,oliviaa-a1-nsm,3676.3,4.17,FEM
26,Elan,oliviaa-a1-nsm,3680.46,2.01,FEM
27,Elan,oliviaa-a1-nsm,3682.48,0.46,FEM
28,Elan,oliviaa-a1-nsm,3682.94,4.17,FEM
29,Elan,oliviaa-a1-nsm,3690.07,1.92,FEM
30,Elan,oliviaa-a1-nsm,3691.99,0.48,FEM
31,Elan,oliviaa-a1-nsm,3692.47,0.35,FEM
32,Elan,oliviaa-a1-nsm,3693.14,0.6,FEM
33,Elan,oliviaa-a1-nsm,3693.74,0.78,FEM
34,Elan,oliviaa-a1-nsm,3694.52,3.73,FEM
35,Elan,oliviaa-a1-nsm,3698.24,1.31,FEM
36,Elan,oliviaa-a1-nsm,3699.56,3.42,FEM
37,Elan,oliviaa-a1-nsm,3702.98,2.7,FEM
38,Elan,oliviaa-a1-nsm,3705.68,8.0,FEM
39,Elan,oliviaa-a1-nsm,3713.68,2.51,FEM
40,Elan,oliviaa-a1-nsm,3716.19,9.54,FEM
41,Elan,oliviaa-a1-nsm,3725.73,0.92,FEM
42,Elan,oliviaa-a1-nsm,3726.65,1.77,FEM
43,Elan,oliviaa-a1-nsm,3728.42,1.82,FEM
44,Elan,oliviaa-a1-nsm,3731.88,1.9,FEM
45,Elan,oliviaa-a1-nsm,3736.0,0.4,FEM
46,Elan,oliviaa-a1-nsm,3736.4,1.37,FEM
47,Elan,oliviaa-a1-nsm,3737.77,3.61,FEM
48,Elan,oliviaa-a1-nsm,3741.38,1.0,FEM
49,Elan,oliviaa-a1-nsm,3742.38,7.5,FEM
50,Elan,oliviaa-a1-nsm,3749.88,0.62,FEM
51,Elan,oliviaa-a1-nsm,3750.5,2.45,FEM
52,Elan,oliviaa-a1-nsm,3752.95,0.54,FEM
53,Elan,oliviaa-a1-nsm,3753.49,0.83,FEM
54,Elan,oliviaa-a1-nsm,3754.32,1.68,FEM
55,Elan,oliviaa-a1-nsm,3756.0,0.46,FEM
56,Elan,oliviaa-a1-nsm,3756.46,3.52,FEM
57,Elan,oliviaa-a1-nsm,3759.98,5.37,FEM
58,Elan,oliviaa-a1-nsm,3765.34,1.03,FEM
59,Elan,oliviaa-a1-nsm,3766.37,0.89,FEM
60,Elan,oliviaa-a1-nsm,3767.27,3.32,FEM
61,Elan,oliviaa-a1-nsm,3770.58,0.64,FEM
62,Elan,oliviaa-a1-nsm,3771.23,4.13,FEM
63,Elan,oliviaa-a1-nsm,3775.92,0.38,FEM
64,Elan,oliviaa-a1-nsm,3777.71,4.72,FEM
65,Elan,oliviaa-a1-nsm,3785.41,1.26,FEM
66,Elan,oliviaa-a1-nsm,3786.67,4.09,FEM
67,Elan,oliviaa-a1-nsm,3790.76,0.57,FEM
68,Elan,oliviaa-a1-nsm,3791.32,2.34,FEM
69,Elan,oliviaa-a1-nsm,3793.67,2.07,FEM
70,Elan,oliviaa-a1-nsm,3795.74,3.78,FEM
71,Elan,oliviaa-a1-nsm,3799.52,0.86,FEM
72,Elan,oliviaa-a1-nsm,3800.38,0.7,FEM
73,Elan,oliviaa-a1-nsm,3801.08,4.96,FEM
74,Elan,oliviaa-a1-nsm,3809.01,9.99,FEM
75,Elan,oliviaa-a1-nsm,3820.35,0.28,FEM
76,Elan,oliviaa-a1-nsm,3821.17,5.8,FEM
77,Elan,oliviaa-a1-nsm,3833.88,1.98,FEM
78,Elan,oliviaa-a1-nsm,3835.86,7.85,FEM
79,Elan,oliviaa-a1-nsm,3843.71,0.77,FEM
80,Elan,oliviaa-a1-nsm,3845.1,0.48,FEM
81,Elan,oliviaa-a1-nsm,3846.25,0.74,FEM
82,Elan,oliviaa-a1-nsm,3849.32,2.52,FEM
83,Elan,oliviaa-a1-nsm,3851.84,2.56,FEM
84,Elan,oliviaa-a1-nsm,3854.4,4.94,FEM
85,Elan,oliviaa-a1-nsm,3868.66,3.42,FEM
86,Elan,oliviaa-a1-nsm,3883.69,1.25,FEM
87,Elan,oliviaa-a1-nsm,3885.7,2.91,FEM
88,Elan,oliviaa-a1-nsm,3890.84,8.97,FEM
89,Elan,oliviaa-a1-nsm,3900.32,0.45,FEM
90,Elan,oliviaa-a1-nsm,3900.76,3.77,FEM
91,Elan,oliviaa-a1-nsm,3904.53,2.81,FEM
92,Elan,oliviaa-a1-nsm,3907.35,23.64,FEM
93,Elan,oliviaa-a1-nsm,3930.99,7.87,FEM
94,Elan,oliviaa-a1-nsm,3938.86,0.69,FEM
95,Elan,oliviaa-a1-nsm,3939.55,22.36,FEM
96,Elan,oliviaa-a1-nsm,3961.91,0.99,FEM
97,Elan,oliviaa-a1-nsm,3962.9,3.68,FEM
98,Elan,oliviaa-a1-nsm,3966.58,2.04,FEM
99,Elan,oliviaa-a1-nsm,3968.62,8.21,FEM
100,Elan,oliviaa-a1-nsm,3976.84,3.29,FEM
101,Elan,oliviaa-a1-nsm,3980.13,2.29,FEM
102,Elan,oliviaa-a1-nsm,4064.69,13.83,FEM
103,Elan,oliviaa-a1-nsm,4079.36,3.12,FEM
104,Elan,oliviaa-a1-nsm,4086.27,1.11,FEM
105,Elan,oliviaa-a1-nsm,4087.38,1.88,FEM
106,Elan,oliviaa-a1-nsm,4089.26,0.56,FEM
107,Elan,oliviaa-a1-nsm,4089.82,0.63,FEM
108,Elan,oliviaa-a1-nsm,4090.46,0.5,FEM
109,Elan,oliviaa-a1-nsm,4090.96,0.52,FEM
110,Elan,oliviaa-a1-nsm,4091.48,0.66,FEM
111,Elan,oliviaa-a1-nsm,4092.14,1.76,FEM
112,Elan,oliviaa-a1-nsm,4093.91,3.1,FEM
113,Elan,oliviaa-a1-nsm,4097.01,5.81,FEM
114,Elan,oliviaa-a1-nsm,4102.82,2.72,FEM
115,Elan,oliviaa-a1-nsm,4105.54,3.85,FEM
116,Elan,oliviaa-a1-nsm,4109.38,1.77,FEM
117,Elan,oliviaa-a1-nsm,4111.15,3.56,FEM
118,Elan,oliviaa-a1-nsm,4114.72,9.75,FEM
119,Elan,oliviaa-a1-nsm,4124.46,2.34,FEM
120,Elan,oliviaa-a1-nsm,4126.8,3.5,FEM
121,Elan,oliviaa-a1-nsm,4130.3,5.75,FEM
122,Elan,oliviaa-a1-nsm,4136.05,0.51,FEM
123,Elan,oliviaa-a1-nsm,4136.56,2.3,FEM
124,Elan,oliviaa-a1-nsm,4138.86,5.74,FEM
