,Type,File ID,Start Time,Duration,STypeNew
0,Elan,franciscop-a1-nsb,0.0,3607.88,MAL
1,Elan,franciscop-a1-nsb,3608.7,13.85,MAL
2,Elan,franciscop-a1-nsb,3638.26,1.21,MAL
3,Elan,franciscop-a1-nsb,3640.85,26.6,MAL
4,Elan,franciscop-a1-nsb,3667.45,16.6,MAL
5,Elan,franciscop-a1-nsb,3684.05,10.57,MAL
6,Elan,franciscop-a1-nsb,3697.18,10.02,MAL
7,Elan,franciscop-a1-nsb,3710.53,6.69,MAL
8,Elan,franciscop-a1-nsb,3787.02,1.41,MAL
9,Elan,franciscop-a1-nsb,3789.35,0.77,MAL
10,Elan,franciscop-a1-nsb,7614.04,0.51,MAL
11,Elan,franciscop-a1-nsb,7623.52,2.17,MAL
12,Elan,franciscop-a1-nsb,7632.86,1.54,MAL
13,Elan,franciscop-a1-nsb,7637.06,0.49,MAL
14,Elan,franciscop-a1-nsb,7637.94,0.58,MAL
15,Elan,franciscop-a1-nsb,7639.23,0.59,MAL
16,Elan,franciscop-a1-nsb,7639.82,0.61,MAL
17,Elan,franciscop-a1-nsb,7641.36,4.87,MAL
18,Elan,franciscop-a1-nsb,7651.06,1.02,MAL
19,Elan,franciscop-a1-nsb,7652.08,0.68,MAL
20,Elan,franciscop-a1-nsb,7653.62,5.26,MAL
21,Elan,franciscop-a1-nsb,7659.92,7.82,MAL
22,Elan,franciscop-a1-nsb,7667.74,1.02,MAL
23,Elan,franciscop-a1-nsb,7670.62,1.84,MAL
24,Elan,franciscop-a1-nsb,7672.46,0.94,MAL
25,Elan,franciscop-a1-nsb,7673.39,3.95,MAL
26,Elan,franciscop-a1-nsb,7677.34,2.24,MAL
27,Elan,franciscop-a1-nsb,7679.58,11.0,MAL
28,Elan,franciscop-a1-nsb,7690.58,1.77,MAL
29,Elan,franciscop-a1-nsb,7694.82,33.23,MAL
30,Elan,franciscop-a1-nsb,7738.23,5.15,MAL
31,Elan,franciscop-a1-nsb,7743.38,0.95,MAL
32,Elan,franciscop-a1-nsb,7746.77,1.23,MAL
33,Elan,franciscop-a1-nsb,7748.0,27.84,MAL
34,Elan,franciscop-a1-nsb,7775.84,10.13,MAL
